TARGET,LOAN,MORTDUE,VALUE,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,REASON_HomeImp,JOB_Office,JOB_Other,JOB_ProfExe,JOB_Sales,JOB_Self
1,3600,61584.0,61800.0,10.0,0.0,0.0,173.4666667,0.0,21.29609620076682,34.81826182,1,0,0,1,0,0
1,3600,41900.0,52490.0,3.0,0.0,0.0,72.03333333,2.0,4.0,34.81826182,1,0,0,0,0,0
1,3600,48507.0,61000.0,13.0,1.0,4.0,97.4,0.0,17.0,34.81826182,0,1,0,0,0,0
1,3700,17857.0,21144.0,5.0,0.0,0.0,129.7173231,1.0,9.0,26.63434752,1,0,1,0,0,0
1,3800,19135.0,97692.0,1.6,1.0,6.0,252.6333333,1.0,25.0,34.81826182,1,0,0,0,0,0
1,3900,29896.0,45960.0,11.0,0.0,0.0,146.1232422,0.0,14.0,24.47888119,1,0,1,0,0,0
1,3900,14500.0,22092.0,3.5,0.0,1.0,150.3,5.0,8.0,34.81826182,1,0,1,0,0,0
1,3900,21200.0,39000.0,4.0,0.0,1.0,86.56666667,2.0,14.0,34.81826182,0,0,0,0,0,0
1,4000,65019.0,80609.0,1.5,0.0,2.0,126.5333333,3.0,12.0,34.81826182,1,0,1,0,0,0
1,4000,26572.0,31960.0,11.0,0.0,0.0,117.7951039,0.0,8.0,41.28649195,1,1,0,0,0,0
1,4000,17000.0,52012.0,22.0,3.0,1.0,85.33333333,1.0,9.0,34.81826182,1,0,0,1,0,0
1,4000,29562.0,37200.0,6.0,0.0,0.0,92.13333333,1.0,26.0,34.81826182,0,0,1,0,0,0
1,4000,41700.0,76725.0,0.5,0.0,3.0,136.1333333,0.0,15.0,34.81826182,1,0,1,0,0,0
1,4000,58000.0,69440.0,3.5,0.0,1.0,168.6666667,0.0,18.0,34.81826182,1,0,1,0,0,0
1,4000,5700.0,18000.0,7.0,0.0,0.0,12.2,0.0,17.0,34.81826182,0,0,1,0,0,0
1,4000,45000.0,58350.0,3.5,0.0,0.0,162.0,3.0,16.0,34.81826182,1,0,0,0,0,0
1,4000,7000.0,16020.0,18.0,0.0,1.0,85.8,2.0,23.0,34.81826182,1,0,1,0,0,0
1,4000,74000.0,93000.0,2.6,1.0,3.0,186.6333333,0.0,9.0,34.81826182,1,0,0,1,0,0
1,4000,55000.0,59000.0,12.0,2.0,0.0,146.1,0.0,22.0,34.81826182,0,0,1,0,0,0
1,4100,65019.0,19132.0,0.0,0.0,0.0,100.7746522,0.0,19.0,33.8409199,1,0,1,0,0,0
1,4100,58500.0,65000.0,8.0,1.0,2.0,63.93333333,2.0,15.0,34.81826182,1,0,1,0,0,0
1,4200,34800.0,50225.0,2.0,1.0,0.0,93.5,1.0,5.0,34.81826182,1,0,1,0,0,0
1,4400,53091.0,64074.0,14.0,1.0,3.0,89.86105825,0.0,17.0,39.15808483,0,1,0,0,0,0
1,4500,39000.0,66000.0,1.0,0.0,0.0,170.3666667,1.0,19.0,34.81826182,1,0,1,0,0,0
1,4500,57000.0,89235.5,5.0,0.0,0.0,222.6,1.0,13.0,34.81826182,1,0,1,0,0,0
1,4500,34184.0,46000.0,3.5,0.0,1.0,122.6,2.0,22.0,34.81826182,1,0,0,0,0,0
1,4500,66517.0,87000.0,10.0,0.0,4.0,125.8,0.0,34.0,34.81826182,0,0,0,1,0,0
1,4500,118000.0,146870.0,4.5,2.0,0.0,203.8666667,1.0,20.0,34.81826182,1,0,0,1,0,0
1,4500,90000.0,105800.0,6.0,2.0,3.0,80.1,3.0,10.0,34.81826182,1,0,1,0,0,0
1,4700,49100.0,58238.0,0.1,0.0,0.0,61.8,2.0,17.0,34.81826182,1,0,0,1,0,0
1,4700,26900.0,45000.0,9.0,1.0,2.0,90.46666667,1.0,16.0,34.81826182,1,0,0,1,0,0
1,4900,25597.0,23031.0,5.0,0.0,0.0,101.7467664,0.0,8.0,33.24315698,1,0,1,0,0,0
1,4900,44000.0,59745.0,10.0,0.0,0.0,81.5,3.0,13.0,34.81826182,1,0,1,0,0,0
1,4900,65576.0,65774.0,6.0,1.0,2.0,61.64250608,1.0,14.0,40.59091002,1,0,1,0,0,0
1,5000,22320.0,34900.0,10.0,0.0,0.0,65.7,1.0,5.0,34.81826182,1,0,1,0,0,0
1,5000,40000.0,70500.0,0.4,0.0,0.0,61.76666667,2.0,8.0,34.81826182,1,0,0,0,0,0
1,5000,100882.0,102700.0,5.0,0.0,1.0,58.86666667,0.0,16.0,34.81826182,1,0,0,0,0,0
1,5000,31000.0,47350.0,12.0,0.0,0.0,173.4666667,0.0,21.29609620076682,34.81826182,1,0,0,1,0,0
1,5000,63125.0,126500.0,3.0,0.0,0.0,100.3,0.0,14.0,34.81826182,1,1,0,0,0,0
1,5000,100000.0,129693.5,13.0,0.0,0.0,173.4666667,0.0,21.29609620076682,34.81826182,1,0,0,0,0,0
1,5000,65019.0,132000.0,17.5,0.0,2.0,121.9,0.0,14.0,34.81826182,1,0,1,0,0,0
1,5000,65019.0,9100.0,1.0,0.0,0.0,54.73333333,2.0,8.0,34.81826182,1,0,1,0,0,0
1,5000,34200.0,50830.0,6.0,0.0,0.0,57.0,1.0,9.0,34.81826182,1,0,1,0,0,0
1,5000,65019.0,71277.0,10.0,0.0,0.0,72.43333333,1.0,12.0,34.81826182,1,0,1,0,0,0
1,5000,123000.0,157500.0,9.0,0.0,0.0,173.4666667,0.0,21.29609620076682,34.81826182,1,0,0,0,0,0
1,5000,16600.0,25250.0,6.0,0.0,0.0,88.7,1.0,3.0,34.81826182,1,0,1,0,0,0
1,5000,65019.0,52000.0,7.0,0.0,1.0,285.3333333,0.0,6.0,34.81826182,1,0,1,0,0,0
1,5000,22700.0,34225.0,4.0,0.0,0.0,74.63333333,3.0,9.0,34.81826182,1,0,1,0,0,0
1,5000,6000.0,38575.0,7.0,0.0,1.0,335.0333333,3.0,42.0,34.81826182,1,0,0,0,0,1
1,5000,65019.0,74500.0,19.0,0.0,0.0,173.4666667,0.0,21.29609620076682,34.81826182,1,0,1,0,0,0
1,5000,65019.0,94119.0,19.0,0.0,0.0,173.4666667,0.0,21.29609620076682,34.81826182,1,0,1,0,0,0
1,5000,65019.0,37500.0,7.0,0.0,3.0,107.1333333,10.0,5.0,34.81826182,1,0,1,0,0,0
1,5000,10171.0,26809.0,13.0,3.0,6.0,228.3,0.0,24.0,34.81826182,1,1,0,0,0,0
1,5000,78893.0,82600.0,16.0,0.0,0.0,133.9,1.0,34.0,34.81826182,1,0,0,0,0,0
1,5000,85165.0,107940.0,6.0,5.0,3.0,122.7666667,5.0,28.0,34.81826182,1,0,0,0,0,0
1,5000,68000.0,75616.0,0.1,0.0,0.0,131.8666667,0.0,30.0,34.81826182,0,0,0,1,0,0
1,5000,71571.0,85100.0,1.4,0.0,1.0,82.13333333,0.0,13.0,34.81826182,0,0,0,1,0,0
1,5000,28000.0,36810.0,2.0,1.0,0.0,222.2,1.0,6.0,34.81826182,0,0,1,0,0,0
1,5000,40000.0,32480.0,8.0,3.0,2.0,163.3666667,1.0,16.0,34.81826182,1,0,1,0,0,0
1,5000,81748.0,89235.5,14.0,1.0,2.0,144.0666667,2.0,17.0,34.81826182,0,0,0,1,0,0
1,5000,61999.0,75021.3,5.0,0.0,0.0,97.1,0.0,23.0,34.81826182,1,0,1,0,0,0
1,5000,46696.0,85202.0,2.0,1.0,2.0,148.3406455,0.0,14.0,46.489874,1,0,1,0,0,0
1,5100,30755.0,46735.0,10.0,0.0,0.0,69.0,0.0,17.0,34.81826182,1,0,1,0,0,0
1,5100,9900.0,30451.0,11.0,0.0,0.0,21.2,0.0,2.0,34.81826182,1,0,1,0,0,0
1,5100,15500.0,34000.0,0.0,1.0,2.0,86.23333333,2.0,13.0,34.81826182,0,0,1,0,0,0
1,5100,129319.0,141875.0,7.0,1.0,0.0,157.8598021,0.0,36.0,25.65074122,1,0,0,0,1,0
1,5200,65019.0,9500.0,1.0,0.0,1.0,81.1,1.0,2.0,34.81826182,0,0,1,0,0,0
1,5200,40564.0,39527.0,0.0,0.0,0.0,157.7710357,1.0,13.0,72.67043331,1,0,1,0,0,0
1,5300,26908.0,36078.0,7.0,0.0,0.0,302.3587095,0.0,8.0,39.1969854,1,0,1,0,0,0
1,5300,51000.0,64000.0,10.0,1.0,0.0,98.33333333,0.0,12.0,34.81826182,1,0,0,0,0,0
1,5400,45509.0,57453.0,4.0,0.0,0.0,95.6,0.0,22.0,34.81826182,0,0,0,0,1,0
1,5400,59720.0,63450.0,5.0,0.0,1.0,199.9,1.0,20.0,34.81826182,1,0,0,1,0,0
1,5400,78300.0,88000.0,8.0,0.0,0.0,102.5,3.0,19.0,34.81826182,1,0,0,1,0,0
1,5500,24700.0,35675.0,1.0,0.0,3.0,153.9333333,3.0,27.0,34.81826182,0,0,1,0,0,0
1,5500,65019.0,43132.0,7.0,0.0,0.0,173.4666667,0.0,21.29609620076682,34.81826182,1,0,1,0,0,0
1,5500,21359.0,30000.0,7.0,3.0,2.0,130.8,3.0,14.0,34.81826182,0,0,1,0,0,0
1,5500,65019.0,13770.0,5.0,0.0,1.0,167.3666667,1.0,8.0,34.81826182,1,0,0,0,0,0
1,5500,40584.0,46645.0,4.0,0.0,1.0,136.3206375,0.0,13.0,34.49470897,1,0,1,0,0,0
1,5500,65019.0,12972.0,1.0,0.0,1.0,82.29426635,0.0,2.0,36.9867441,1,0,1,0,0,0
1,5500,37368.0,48502.0,9.0,0.0,2.0,48.995845,0.0,10.0,33.12648397,1,0,0,0,0,0
1,5500,85845.0,122205.0,5.0,0.0,0.0,172.2132767,1.0,26.0,32.67664088,0,0,0,1,0,0
1,5600,5000.0,66700.0,31.0,1.0,1.0,204.0666667,0.0,11.0,34.81826182,1,0,1,0,0,0
1,5600,55160.0,86800.0,3.0,1.0,1.0,148.1333333,1.0,14.0,34.81826182,1,0,1,0,0,0
1,5700,70000.0,84579.0,0.1,0.0,0.0,95.9,1.0,17.0,34.81826182,0,0,0,0,1,0
1,5700,58400.0,75000.0,4.0,0.0,0.0,177.5,2.0,26.0,34.81826182,1,0,0,1,0,0
1,5700,80437.0,109647.0,9.5,0.0,0.0,104.4,0.0,14.0,34.81826182,1,0,0,1,0,0
1,5700,77213.0,92661.0,0.0,0.0,0.0,97.13317095,1.0,16.0,41.77788863,0,0,0,0,1,0
1,5700,74172.0,79846.0,0.0,0.0,0.0,157.0097747,0.0,28.0,47.41522866,0,0,0,1,0,0
1,5800,27791.0,46833.0,3.0,0.0,0.0,83.28906275,1.0,13.0,30.18780539,0,0,0,0,0,0
1,5900,65019.0,28000.0,1.0,2.0,1.0,36.76666667,1.0,8.0,34.81826182,0,0,0,0,0,1
1,5900,65019.0,33100.0,7.0,0.0,0.0,238.6,1.0,2.0,34.81826182,1,0,1,0,0,0
1,5900,25972.0,41856.0,2.0,0.0,2.0,157.9600114,3.0,27.0,40.62827818,0,0,1,0,0,0
1,5900,106650.0,89235.5,1.0,0.0,6.0,250.5666667,4.0,23.0,34.81826182,0,0,0,0,0,0
1,6000,47625.0,85925.0,0.1,2.0,1.0,154.1333333,4.0,26.0,34.81826182,1,1,0,0,0,0
1,6000,24600.0,30500.0,4.5,0.0,1.0,116.1,8.0,34.0,34.81826182,1,0,1,0,0,0
1,6000,65000.0,94355.0,26.0,1.0,3.0,69.3,1.0,34.0,34.81826182,0,0,1,0,0,0
1,6000,65019.0,89235.5,13.0,0.0,2.0,122.7666667,0.0,23.0,34.81826182,1,1,0,0,0,0
1,6000,33600.0,89235.5,2.0,0.0,0.0,140.9333333,1.0,20.0,34.81826182,1,0,1,0,0,0
1,6000,42000.0,58305.0,19.0,0.0,0.0,90.0,2.0,13.0,34.81826182,0,0,1,0,0,0
1,6000,32446.0,54904.0,2.0,0.0,0.0,51.73333333,1.0,9.0,34.81826182,1,0,1,0,0,0
1,6000,9660.0,35900.0,8.0,0.0,1.0,136.3,3.0,6.0,34.81826182,0,0,1,0,0,0
1,6000,22859.0,32200.0,4.0,0.0,0.0,83.33333333,3.0,20.0,34.81826182,0,0,1,0,0,0
1,6000,16878.0,25850.0,1.0,0.0,1.0,218.6,5.0,34.0,34.81826182,0,0,0,0,0,0
1,6000,40000.0,54600.0,4.0,0.0,4.0,101.4,0.0,19.0,34.81826182,1,0,0,1,0,0
1,6000,18793.0,27750.0,6.0,0.0,3.0,119.7,0.0,8.0,34.81826182,1,0,0,0,0,0
1,6000,179397.0,200000.0,5.0,6.0,0.0,90.3,6.0,29.0,34.81826182,0,0,0,1,0,0
1,6000,65019.0,95500.0,6.0,1.0,2.0,129.9,1.0,22.0,34.81826182,1,0,0,0,0,0
1,6000,65019.0,43683.0,7.0,0.0,0.0,173.4666667,0.0,21.29609620076682,21.93549881,1,0,1,0,0,0
1,6100,62751.0,95617.0,1.0,0.0,0.0,138.6468632,1.0,13.0,31.75727069,1,0,1,0,0,0
1,6200,65019.0,89235.5,3.0,0.0,0.0,80.5,2.0,17.0,34.81826182,0,0,0,0,0,1
1,6200,42100.0,57385.0,8.5,0.0,1.0,164.8,1.0,28.0,34.81826182,0,0,1,0,0,0
1,6300,59793.0,98314.0,2.2,0.0,0.0,120.7333333,0.0,8.0,34.81826182,0,0,0,0,0,1
1,6300,65875.0,76000.0,0.8,2.0,0.0,84.0,1.0,12.0,34.81826182,0,0,0,0,0,0
1,6300,12476.0,32559.0,12.0,3.0,6.0,227.1299051,0.0,23.0,23.31951678,1,1,0,0,0,0
1,6400,25144.0,45200.0,25.0,0.0,2.0,128.0,4.0,17.0,34.81826182,1,0,1,0,0,0
1,6500,60054.0,70434.0,1.0,0.0,0.0,127.0627016,2.0,21.0,37.80035293,1,0,1,0,0,0
1,6500,13600.0,89235.5,14.0,2.0,5.0,115.3666667,1.0,16.0,34.81826182,1,0,1,0,0,0
1,6500,48000.0,61000.0,1.0,1.0,0.0,97.2997561,6.0,38.0,34.81826182,0,0,1,0,0,0
1,6500,65000.0,80400.0,15.0,0.0,0.0,224.8666667,0.0,13.0,34.81826182,0,0,1,0,0,0
1,6500,96314.0,105800.0,27.0,0.0,0.0,475.8,2.0,40.0,34.81826182,1,0,0,1,0,0
1,6500,183860.0,208910.0,4.0,6.0,0.0,86.45222694,6.0,29.0,69.8005248,0,0,0,1,0,0
1,6700,60301.0,70543.0,5.0,0.0,0.0,195.7808633,0.0,19.0,32.39759341,1,0,0,1,0,0
1,6700,27510.0,42495.0,2.0,0.0,2.0,171.5264892,3.0,27.0,41.42859751,0,0,1,0,0,0
1,6700,65019.0,81239.0,19.0,0.0,0.0,173.4666667,0.0,21.29609620076682,40.8949317,1,0,1,0,0,0
1,6700,65019.0,20631.0,4.0,0.0,0.0,174.7218341,1.0,8.0,62.24645112,1,0,0,0,0,0
1,6800,31000.0,42000.0,3.5,1.0,0.0,106.2666667,2.0,26.0,34.81826182,0,0,0,0,0,0
1,6800,65019.0,27410.0,6.0,1.0,0.0,2.033333333,1.0,5.0,34.81826182,1,0,0,0,0,0
1,6900,53328.0,58088.0,2.0,0.0,0.0,101.5319079,0.0,21.0,35.76405836,0,0,0,0,1,0
1,6900,5816.0,89235.5,23.0,0.0,2.0,67.8,1.0,18.0,34.81826182,1,0,0,0,0,0
1,6900,57257.0,63752.0,10.0,2.0,0.0,138.234778,0.0,22.0,38.37246088,0,0,1,0,0,0
1,6900,37055.0,83000.0,1.0,0.0,0.0,122.2666667,2.0,43.0,34.81826182,1,0,0,0,1,0
1,7000,142251.0,157250.0,5.0,0.0,0.0,87.83333333,4.0,21.0,34.81826182,1,0,1,0,0,0
1,7000,19894.0,32500.0,4.0,0.0,0.0,134.7,1.0,16.0,34.81826182,0,0,1,0,0,0
1,7000,27290.0,63500.0,6.0,0.0,0.0,173.4666667,0.0,21.29609620076682,34.81826182,1,1,0,0,0,0
1,7000,18000.0,46520.0,17.0,0.0,1.0,183.1,0.0,23.0,34.81826182,1,1,0,0,0,0
1,7000,66000.0,86300.0,3.0,1.0,1.0,242.4333333,0.0,8.0,34.81826182,0,0,1,0,0,0
1,7000,46000.0,66660.0,1.0,0.0,1.0,138.2333333,0.0,9.0,34.81826182,0,1,0,0,0,0
1,7000,53194.0,81150.0,14.0,7.0,0.0,183.6333333,2.0,28.0,34.81826182,1,0,0,1,0,0
1,7000,83000.0,97635.0,5.6,3.0,0.0,141.0,0.0,10.0,34.81826182,1,0,1,0,0,0
1,7000,138841.0,160000.0,11.0,8.0,0.0,86.2,2.0,36.0,34.81826182,0,0,0,0,0,0
1,7000,38800.0,53500.0,15.0,0.0,0.0,96.36666667,0.0,18.0,34.81826182,1,0,0,1,0,0
1,7000,25000.0,49840.0,0.6,0.0,0.0,139.0,0.0,13.0,34.81826182,0,1,0,0,0,0
1,7000,18000.0,25000.0,6.5,1.0,0.0,205.9666667,1.0,19.0,34.81826182,0,0,1,0,0,0
1,7000,74500.0,81600.0,2.0,2.0,0.0,340.9,0.0,29.0,34.81826182,1,0,0,1,0,0
1,7000,64300.0,119500.0,1.0,1.0,0.0,54.83333333,0.0,8.0,34.81826182,1,0,1,0,0,0
1,7000,65019.0,96783.0,20.0,0.0,0.0,173.4666667,0.0,21.29609620076682,40.73031534,1,0,1,0,0,0
1,7100,39000.0,55000.0,12.0,0.0,1.0,192.7666667,2.0,31.0,34.81826182,0,0,1,0,0,0
1,7100,54000.0,74800.0,7.5,1.0,1.0,71.0,4.0,18.0,34.81826182,0,0,0,0,0,0
1,7200,54600.0,65000.0,14.0,2.0,1.0,98.43333333,11.0,9.0,34.81826182,0,0,1,0,0,0
1,7200,46000.0,67000.0,24.0,0.0,0.0,142.0,1.0,14.0,34.81826182,0,0,1,0,0,0
1,7200,43705.0,50000.0,9.0,0.0,2.0,235.3666667,6.0,16.0,34.81826182,0,0,1,0,0,0
1,7200,15637.0,39660.0,6.0,0.0,1.0,354.2397634,3.0,42.0,33.62413345,1,0,0,0,0,1
1,7200,65019.0,76723.0,10.0,0.0,0.0,70.19389019,0.0,11.0,41.25070626,1,0,1,0,0,0
1,7300,58671.0,87975.0,3.0,0.0,0.0,74.06666667,1.0,16.0,34.81826182,1,0,0,0,0,0
1,7300,60890.0,75785.0,6.0,0.0,1.0,45.96666667,0.0,13.0,34.81826182,0,0,1,0,0,0
1,7300,28500.0,42050.0,3.0,0.0,0.0,173.4666667,0.0,21.29609620076682,34.81826182,1,0,1,0,0,0
1,7300,60971.32,77375.0,2.0,0.0,0.0,173.4666667,0.0,21.29609620076682,34.81826182,0,0,1,0,0,0
1,7400,2063.0,100448.0,7.0,0.0,0.0,96.13333333,0.0,14.0,34.81826182,1,0,1,0,0,0
1,7400,71576.0,89068.0,0.0,0.0,0.0,94.78223069,0.0,17.0,42.803422,0,0,0,0,1,0
1,7500,65019.0,51610.0,4.0,0.0,3.0,158.2666667,2.0,18.0,34.81826182,1,0,0,1,0,0
1,7500,57340.0,80000.0,4.0,0.0,5.0,86.23333333,3.0,14.0,34.81826182,0,0,0,1,0,0
1,7500,32070.0,36811.0,1.0,1.0,0.0,228.0360001,0.0,6.0,30.16221411,0,0,1,0,0,0
1,7500,59000.0,72000.0,5.0,0.0,3.0,295.8666667,0.0,19.0,34.81826182,1,1,0,0,0,0
1,7500,65019.0,89235.5,21.0,0.0,0.0,158.9,1.0,21.0,34.81826182,1,0,1,0,0,0
1,7500,35945.0,49750.0,3.0,0.0,0.0,122.0666667,0.0,23.0,34.81826182,1,0,1,0,0,0
1,7500,18400.0,29375.0,6.0,1.0,0.0,147.1,0.0,9.0,34.81826182,0,0,1,0,0,0
1,7500,63500.0,86125.0,5.0,0.0,0.0,136.1,0.0,8.0,34.81826182,1,0,1,0,0,0
1,7500,33600.0,50125.0,2.0,0.0,0.0,146.9333333,0.0,18.0,34.81826182,0,0,1,0,0,0
1,7500,57800.0,109600.0,4.0,0.0,1.0,124.1333333,1.0,18.0,34.81826182,0,0,0,0,0,0
1,7500,65019.0,40150.0,5.0,0.0,0.0,173.4666667,1.0,0.0,34.81826182,1,0,1,0,0,0
1,7500,80440.0,72920.0,8.0,0.0,1.0,201.5,0.0,24.0,34.81826182,1,0,0,0,0,0
1,7500,60000.0,87830.0,5.0,0.0,0.0,153.2666667,2.0,16.0,34.81826182,1,0,1,0,0,0
1,7500,126000.0,151380.0,18.0,0.0,2.0,75.66666667,1.0,13.0,34.81826182,1,0,0,1,0,0
1,7500,65019.0,71799.0,4.0,0.0,3.0,177.5,0.0,22.0,34.81826182,1,0,0,0,0,0
1,7500,39600.0,42000.0,1.0,0.0,0.0,47.7,1.0,15.0,34.81826182,0,0,0,0,0,1
1,7500,42077.0,91676.0,5.5,1.0,4.0,344.9,1.0,30.0,34.81826182,1,1,0,0,0,0
1,7500,42721.0,67000.0,15.0,1.0,3.0,126.7666667,2.0,23.0,34.81826182,0,0,1,0,0,0
1,7500,65019.0,89235.5,20.0,0.0,0.0,157.3284228,0.0,20.0,34.81826182,1,0,1,0,0,0
1,7500,12115.0,35910.0,13.0,3.0,6.0,234.9007508,0.0,24.0,24.66227667,1,1,0,0,0,0
1,7500,50000.0,80000.0,9.0,0.0,5.0,299.5666667,2.0,18.0,34.81826182,1,0,1,0,0,0
1,7700,14589.0,33100.0,3.0,0.0,7.0,122.0666667,0.0,22.0,34.81826182,0,0,1,0,0,0
1,7800,65019.0,11702.0,0.0,0.0,0.0,44.62959157,2.0,7.0,21.27178537,1,0,1,0,0,0
1,7900,67222.0,75189.0,4.0,0.0,0.0,95.67687269,0.0,23.0,36.97971203,1,0,1,0,0,0
1,7900,126919.0,166566.0,10.0,0.0,0.0,173.4666667,0.0,21.29609620076682,34.81826182,1,0,0,0,0,0
1,7900,55383.0,70020.0,12.0,2.0,0.0,80.7789415,10.0,8.0,44.85897732,0,0,1,0,0,0
1,8000,49685.0,81020.0,2.0,0.0,3.0,129.3624659,0.0,15.0,47.00097522,1,0,1,0,0,0
