LOAN,MORTDUE,VALUE,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,REASON_HomeImp,JOB_Office,JOB_Other,JOB_ProfExe,JOB_Sales,JOB_Self,TARGET
2400,50000.0,73395.0,5.0,1.0,0.0,173.4666667,1.0,0.0,34.81826182,1,0,0,1,0,0,1
2400,28000.0,40800.0,12.0,0.0,0.0,67.2,2.0,22.0,34.81826182,1,0,0,0,0,0,1
2400,18000.0,89235.5,22.0,0.0,2.0,121.7333333,0.0,10.0,34.81826182,1,0,0,0,0,0,1
2400,65019.0,17180.0,7.0,0.0,0.0,14.56666667,3.0,4.0,34.81826182,1,0,1,0,0,0,1
2400,34863.0,47471.0,12.0,0.0,0.0,70.49108003,1.0,21.0,38.26360073,1,0,0,0,0,0,1
2400,98449.0,117195.0,4.0,0.0,0.0,93.81177486,0.0,13.0,29.68182705,1,1,0,0,0,0,0
2500,15000.0,20200.0,18.0,0.0,0.0,136.0666667,1.0,19.0,34.81826182,1,0,1,0,0,0,1
2500,25116.0,36350.0,10.0,1.0,2.0,276.9666667,0.0,9.0,34.81826182,1,0,1,0,0,0,1
2500,7229.0,44516.0,7.0,0.0,0.0,208.0,0.0,12.0,34.81826182,1,0,0,0,0,1,0
2500,71408.0,78600.0,8.0,0.0,0.0,255.7333333,0.0,12.0,34.81826182,1,0,0,1,0,0,0
2800,50795.0,63100.0,26.0,2.0,15.0,145.6333333,3.0,45.0,34.81826182,1,0,0,0,0,1,1
2800,4000.0,60850.0,16.0,4.0,0.0,112.6333333,2.0,9.0,34.81826182,1,0,1,0,0,0,1
2900,78600.0,113000.0,6.0,1.0,0.0,165.3333333,2.0,26.0,34.81826182,0,0,0,1,0,0,1
2900,103949.0,112505.0,1.0,0.0,0.0,96.10232967,0.0,13.0,30.05113629,1,1,0,0,0,0,0
2900,104373.0,120702.0,2.0,0.0,0.0,101.5402975,0.0,13.0,29.91585903,1,1,0,0,0,0,0
2900,7750.0,67996.0,16.0,3.0,0.0,122.2046628,2.0,8.0,36.211348,1,0,1,0,0,0,1
2900,61962.0,70915.0,2.0,0.0,0.0,282.8016592,3.0,37.0,49.20639579,0,0,0,0,0,0,1
3000,104570.0,121729.0,2.0,0.0,0.0,85.8843719,0.0,14.0,32.05978327,1,1,0,0,0,0,0
3000,7000.0,20300.0,3.0,0.0,0.0,50.8,5.0,9.0,34.81826182,1,0,1,0,0,0,1
3000,65019.0,8800.0,2.0,0.0,1.0,77.76666667,0.0,3.0,34.81826182,1,0,1,0,0,0,1
3000,65019.0,33000.0,1.0,0.0,1.0,23.3,1.0,2.0,34.81826182,1,0,1,0,0,0,1
3000,119826.0,193500.0,8.0,0.0,0.0,130.0333585,0.0,27.0,34.81826182,1,0,1,0,0,0,1
3000,20000.0,29750.0,2.0,0.0,0.0,187.0666667,0.0,12.0,34.81826182,0,0,1,0,0,0,1
3000,65019.0,14500.0,3.0,0.0,0.0,9.3,14.0,2.0,34.81826182,1,0,1,0,0,0,1
3000,65019.0,14100.0,1.0,0.0,0.0,104.2,0.0,19.0,34.81826182,1,0,1,0,0,0,1
3000,47000.0,82700.0,10.0,0.0,1.0,262.1666667,5.0,26.0,34.81826182,1,0,0,1,0,0,1
3000,34542.0,45900.0,8.5,0.0,2.0,62.36666667,0.0,10.0,34.81826182,1,0,0,0,0,0,1
3000,58000.0,71500.0,10.0,0.0,2.0,211.9333333,0.0,25.0,34.81826182,1,0,0,0,0,0,0
3000,47000.0,56400.0,21.0,0.0,0.0,201.8666667,0.0,20.0,34.81826182,1,1,0,0,0,0,0
3100,39589.0,36100.0,1.5,0.0,0.0,153.1666667,1.0,14.0,34.81826182,1,0,1,0,0,0,1
3100,65019.0,70400.0,7.0,0.0,0.0,173.4666667,0.0,21.29609620076682,34.81826182,0,0,1,0,0,0,0
3200,67848.0,74566.0,10.0,0.0,1.0,206.4266021,0.0,25.0,40.11567728,1,0,0,0,0,0,0
3200,48603.0,61000.0,28.0,0.0,4.0,122.0333333,1.0,25.0,34.81826182,1,0,0,1,0,0,1
3200,27200.0,40834.0,7.0,0.0,0.0,298.131564,0.0,7.0,35.55353879,1,0,1,0,0,0,1
3200,54000.0,64850.0,1.0,0.0,0.0,121.8666667,3.0,21.0,34.81826182,1,0,1,0,0,0,1
3200,74864.0,87266.0,7.0,0.0,0.0,250.6312692,0.0,12.0,42.90999735,1,0,0,1,0,0,0
3200,23159.0,89235.5,20.0,0.0,2.0,117.8057478,0.0,9.0,0.524499215,1,0,0,0,0,0,1
3300,126541.0,134527.0,9.0,1.0,0.0,139.0,0.0,36.0,34.81826182,1,0,0,0,1,0,1
3300,130518.0,164317.0,9.0,0.0,6.0,192.289149,0.0,33.0,35.73055919,0,0,1,0,0,0,1
3400,37000.0,52000.0,2.0,0.0,1.0,183.2999156,0.0,6.0,34.81826182,1,1,0,0,0,0,1
3500,23200.0,38666.0,11.0,0.0,0.0,162.3666667,0.0,14.0,34.81826182,1,0,1,0,0,0,1
3500,19400.0,20494.0,5.0,0.0,0.0,95.93333333,0.0,9.0,34.81826182,1,0,1,0,0,0,1
3600,61584.0,61800.0,10.0,0.0,0.0,173.4666667,0.0,21.29609620076682,34.81826182,1,0,0,1,0,0,1
3600,41900.0,52490.0,3.0,0.0,0.0,72.03333333,2.0,4.0,34.81826182,1,0,0,0,0,0,1
3600,83700.0,111800.0,6.0,0.0,0.0,192.7333333,1.0,28.0,34.81826182,1,0,0,1,0,0,0
3600,61327.0,76484.0,9.0,0.0,2.0,202.5107752,0.0,25.0,41.5163897,1,0,0,0,0,0,0
3600,100693.0,114743.0,6.0,0.0,0.0,88.47045214,0.0,14.0,29.39354338,1,1,0,0,0,0,0
3600,48507.0,61000.0,13.0,1.0,4.0,97.4,0.0,17.0,34.81826182,0,1,0,0,0,0,1
3600,52337.0,63989.0,20.0,0.0,0.0,204.2724988,0.0,20.0,20.47091551,1,1,0,0,0,0,0
3700,17857.0,21144.0,5.0,0.0,0.0,129.7173231,1.0,9.0,26.63434752,1,0,1,0,0,0,1
3800,19135.0,97692.0,1.6,1.0,6.0,252.6333333,1.0,25.0,34.81826182,1,0,0,0,0,0,1
3800,51180.0,63459.0,20.0,0.0,0.0,203.7515336,0.0,20.0,20.06704205,1,1,0,0,0,0,0
3800,65019.0,73189.0,7.0,0.0,0.0,173.4666667,0.0,21.29609620076682,22.25394916,0,0,1,0,0,0,0
3800,11543.0,46045.0,7.0,0.0,0.0,204.6479917,0.0,11.0,42.17316588,1,0,0,0,0,1,0
3900,29896.0,45960.0,11.0,0.0,0.0,146.1232422,0.0,14.0,24.47888119,1,0,1,0,0,0,1
3900,14500.0,22092.0,3.5,0.0,1.0,150.3,5.0,8.0,34.81826182,1,0,1,0,0,0,1
3900,52825.0,63000.0,8.0,0.0,4.0,171.6666667,1.0,31.0,34.81826182,0,0,0,1,0,0,0
3900,102143.0,118742.0,2.0,0.0,0.0,85.27736558,0.0,13.0,29.34392109,1,1,0,0,0,0,0
3900,21200.0,39000.0,4.0,0.0,1.0,86.56666667,2.0,14.0,34.81826182,0,0,0,0,0,0,1
4000,105164.0,112774.0,1.0,0.0,0.0,94.72487417,0.0,13.0,29.39092806,1,1,0,0,0,0,0
4000,54543.0,61777.0,21.0,0.0,0.0,205.58668,0.0,19.0,21.80656346,1,1,0,0,0,0,0
4000,65019.0,80609.0,1.5,0.0,2.0,126.5333333,3.0,12.0,34.81826182,1,0,1,0,0,0,1
4000,26572.0,31960.0,11.0,0.0,0.0,117.7951039,0.0,8.0,41.28649195,1,1,0,0,0,0,1
4000,17000.0,52012.0,22.0,3.0,1.0,85.33333333,1.0,9.0,34.81826182,1,0,0,1,0,0,1
4000,29562.0,37200.0,6.0,0.0,0.0,92.13333333,1.0,26.0,34.81826182,0,0,1,0,0,0,1
4000,41700.0,76725.0,0.5,0.0,3.0,136.1333333,0.0,15.0,34.81826182,1,0,1,0,0,0,1
4000,58000.0,69440.0,3.5,0.0,1.0,168.6666667,0.0,18.0,34.81826182,1,0,1,0,0,0,1
4000,5700.0,18000.0,7.0,0.0,0.0,12.2,0.0,17.0,34.81826182,0,0,1,0,0,0,1
4000,45000.0,58350.0,3.5,0.0,0.0,162.0,3.0,16.0,34.81826182,1,0,0,0,0,0,1
4000,7000.0,16020.0,18.0,0.0,1.0,85.8,2.0,23.0,34.81826182,1,0,1,0,0,0,1
4000,66000.0,79050.0,1.8,2.0,0.0,279.0,1.0,6.0,34.81826182,1,0,1,0,0,0,0
4000,65019.0,45760.0,0.0,0.0,0.0,173.4666667,0.0,0.0,34.81826182,1,0,1,0,0,0,0
4000,62000.0,78000.0,4.0,0.0,0.0,109.5666667,0.0,15.0,34.81826182,1,0,1,0,0,0,0
4000,64240.0,63990.0,5.0,2.0,0.0,160.3,1.0,23.0,34.81826182,1,0,0,0,1,0,0
4000,74000.0,93000.0,2.6,1.0,3.0,186.6333333,0.0,9.0,34.81826182,1,0,0,1,0,0,1
4000,55000.0,59000.0,12.0,2.0,0.0,146.1,0.0,22.0,34.81826182,0,0,1,0,0,0,1
4000,67625.0,80698.0,11.0,0.0,1.0,212.3493039,0.0,25.0,39.12871763,1,0,0,0,0,0,0
4000,67533.0,71865.0,10.0,0.0,2.0,227.7929884,0.0,25.0,39.1663287,1,0,0,0,0,0,0
4100,65019.0,19132.0,0.0,0.0,0.0,100.7746522,0.0,19.0,33.8409199,1,0,1,0,0,0,1
4100,58500.0,65000.0,8.0,1.0,2.0,63.93333333,2.0,15.0,34.81826182,1,0,1,0,0,0,1
4100,57992.0,63797.0,7.0,0.0,4.0,165.505037,1.0,31.0,22.27817437,0,0,0,1,0,0,0
4200,56544.0,59218.0,19.0,0.0,0.0,211.0025991,1.0,20.0,19.02770443,1,1,0,0,0,0,0
4200,34800.0,50225.0,2.0,1.0,0.0,93.5,1.0,5.0,34.81826182,1,0,1,0,0,0,1
4200,67700.0,77000.0,4.0,0.0,0.0,128.8333333,0.0,31.0,34.81826182,0,0,0,0,1,0,0
4200,44000.0,55085.0,6.0,0.0,1.0,75.43333333,0.0,16.0,34.81826182,0,0,1,0,0,0,0
4200,66272.0,82953.0,3.0,0.0,0.0,110.2786626,0.0,15.0,43.45058791,1,0,1,0,0,0,0
4200,50216.0,58541.0,19.0,0.0,0.0,209.8713022,0.0,19.0,20.20803267,1,1,0,0,0,0,0
4300,71206.0,78698.0,3.0,0.0,0.0,129.932869,0.0,31.0,34.18137652,0,0,0,0,1,0,0
4300,68815.0,79852.0,6.0,0.0,0.0,105.1207088,0.0,14.0,41.80637615,1,0,1,0,0,0,0
4300,72021.0,80027.0,2.0,2.0,0.0,263.9703003,0.0,5.0,36.43209394,1,0,1,0,0,0,0
4400,53969.0,63869.0,7.0,0.0,3.0,162.3900107,0.0,30.0,23.58107924,0,0,0,1,0,0,0
4400,65019.0,60250.0,7.0,0.0,0.0,173.4666667,0.0,21.29609620076682,34.81826182,0,0,1,0,0,0,0
4400,53091.0,64074.0,14.0,1.0,3.0,89.86105825,0.0,17.0,39.15808483,0,1,0,0,0,0,1
4500,66127.0,79087.0,4.0,1.0,0.0,81.3490651,0.0,15.0,40.70530876,1,0,1,0,0,0,0
4500,65019.0,77182.0,7.0,0.0,0.0,173.4666667,0.0,21.29609620076682,25.2272529,0,0,1,0,0,0,0
4500,39000.0,66000.0,1.0,0.0,0.0,170.3666667,1.0,19.0,34.81826182,1,0,1,0,0,0,1
4500,71082.0,79247.0,4.0,0.0,0.0,118.7604101,0.0,14.0,41.42111052,1,0,1,0,0,0,0
4500,65019.0,49044.0,0.0,0.0,0.0,173.4666667,0.0,0.0,11.6527388,1,0,1,0,0,0,0
4500,57000.0,89235.5,5.0,0.0,0.0,222.6,1.0,13.0,34.81826182,1,0,1,0,0,0,1
4500,34184.0,46000.0,3.5,0.0,1.0,122.6,2.0,22.0,34.81826182,1,0,0,0,0,0,1
4500,66517.0,87000.0,10.0,0.0,4.0,125.8,0.0,34.0,34.81826182,0,0,0,1,0,0,1
4500,45500.0,50000.0,6.0,0.0,0.0,86.16666667,0.0,18.0,34.81826182,1,0,1,0,0,0,0
4500,118000.0,146870.0,4.5,2.0,0.0,203.8666667,1.0,20.0,34.81826182,1,0,0,1,0,0,1
4500,90000.0,105800.0,6.0,2.0,3.0,80.1,3.0,10.0,34.81826182,1,0,1,0,0,0,1
4700,67913.0,97205.0,2.0,0.0,0.0,142.8243915,0.0,24.0,35.22699719,0,0,0,0,0,0,0
4700,71855.0,88566.0,2.0,2.0,0.0,283.9595381,0.0,5.0,36.47547328,1,0,1,0,0,0,0
4700,53918.0,59511.0,6.0,0.0,0.0,54.13647743,0.0,15.0,34.41650781,0,0,1,0,0,0,0
4700,49100.0,58238.0,0.1,0.0,0.0,61.8,2.0,17.0,34.81826182,1,0,0,1,0,0,1
4700,88026.0,115506.0,6.0,0.0,0.0,182.2483316,0.0,27.0,29.20902258,1,0,0,1,0,0,0
4700,26900.0,45000.0,9.0,1.0,2.0,90.46666667,1.0,16.0,34.81826182,1,0,0,1,0,0,1
4800,67317.0,97191.0,3.0,0.0,0.0,137.3197248,0.0,23.0,34.27529378,0,0,0,0,0,0,0
4800,56067.0,63102.0,9.0,0.0,3.0,160.1463113,1.0,30.0,21.58376012,0,0,0,1,0,0,0
4800,80482.0,88342.0,7.0,0.0,0.0,275.0323948,0.0,11.0,43.71763511,1,0,0,1,0,0,0
4900,58688.0,63348.0,9.0,0.0,3.0,179.1625747,2.0,31.0,22.54439284,0,0,0,1,0,0,0
4900,65873.0,90408.0,2.0,0.0,0.0,141.858999,0.0,23.0,37.76961861,0,0,0,0,0,0,0
4900,25597.0,23031.0,5.0,0.0,0.0,101.7467664,0.0,8.0,33.24315698,1,0,1,0,0,0,1
4900,67794.0,84630.0,4.0,0.0,0.0,112.5734189,0.0,15.0,41.67399636,1,0,1,0,0,0,0
4900,44000.0,59745.0,10.0,0.0,0.0,81.5,3.0,13.0,34.81826182,1,0,1,0,0,0,1
4900,65019.0,28437.5,7.0,0.0,0.0,173.4666667,0.0,21.29609620076682,34.81826182,1,0,1,0,0,0,0
4900,170986.0,245300.0,7.0,0.0,0.0,131.9333333,0.0,22.0,34.81826182,0,0,0,0,1,0,0
4900,65576.0,65774.0,6.0,1.0,2.0,61.64250608,1.0,14.0,40.59091002,1,0,1,0,0,0,1
4900,57461.0,68494.0,8.0,0.0,4.0,183.6356132,0.0,30.0,22.79542355,0,0,0,1,0,0,0
4900,65019.0,69706.0,7.0,0.0,0.0,173.4666667,0.0,21.29609620076682,33.70558774,0,0,1,0,0,0,0
5000,65019.0,34846.0,7.0,0.0,0.0,173.4666667,0.0,21.29609620076682,33.35465263,1,0,1,0,0,0,0
5000,47479.0,61690.0,5.0,0.0,0.0,65.03296901,0.0,16.0,36.69941492,0,0,1,0,0,0,0
5000,66839.0,87168.0,4.0,0.0,0.0,122.5972226,0.0,15.0,40.61677935,1,0,1,0,0,0,0
5000,12457.0,53448.0,7.0,0.0,0.0,207.1434813,0.0,12.0,44.10795169,1,0,0,0,0,1,0
5000,90059.0,113714.0,7.0,0.0,0.0,193.6364469,0.0,28.0,25.89731648,1,0,0,1,0,0,0
5000,22320.0,34900.0,10.0,0.0,0.0,65.7,1.0,5.0,34.81826182,1,0,1,0,0,0,1
5000,40000.0,70500.0,0.4,0.0,0.0,61.76666667,2.0,8.0,34.81826182,1,0,0,0,0,0,1
5000,100882.0,102700.0,5.0,0.0,1.0,58.86666667,0.0,16.0,34.81826182,1,0,0,0,0,0,1
5000,31000.0,47350.0,12.0,0.0,0.0,173.4666667,0.0,21.29609620076682,34.81826182,1,0,0,1,0,0,1
5000,63125.0,126500.0,3.0,0.0,0.0,100.3,0.0,14.0,34.81826182,1,1,0,0,0,0,1
5000,100000.0,129693.5,13.0,0.0,0.0,173.4666667,0.0,21.29609620076682,34.81826182,1,0,0,0,0,0,1
5000,65019.0,132000.0,17.5,0.0,2.0,121.9,0.0,14.0,34.81826182,1,0,1,0,0,0,1
5000,65019.0,9100.0,1.0,0.0,0.0,54.73333333,2.0,8.0,34.81826182,1,0,1,0,0,0,1
5000,34200.0,50830.0,6.0,0.0,0.0,57.0,1.0,9.0,34.81826182,1,0,1,0,0,0,1
5000,65019.0,71277.0,10.0,0.0,0.0,72.43333333,1.0,12.0,34.81826182,1,0,1,0,0,0,1
5000,123000.0,157500.0,9.0,0.0,0.0,173.4666667,0.0,21.29609620076682,34.81826182,1,0,0,0,0,0,1
5000,16600.0,25250.0,6.0,0.0,0.0,88.7,1.0,3.0,34.81826182,1,0,1,0,0,0,1
5000,65019.0,52000.0,7.0,0.0,1.0,285.3333333,0.0,6.0,34.81826182,1,0,1,0,0,0,1
5000,22700.0,34225.0,4.0,0.0,0.0,74.63333333,3.0,9.0,34.81826182,1,0,1,0,0,0,1
5000,6000.0,38575.0,7.0,0.0,1.0,335.0333333,3.0,42.0,34.81826182,1,0,0,0,0,1,1
5000,65019.0,74500.0,19.0,0.0,0.0,173.4666667,0.0,21.29609620076682,34.81826182,1,0,1,0,0,0,1
5000,65019.0,94119.0,19.0,0.0,0.0,173.4666667,0.0,21.29609620076682,34.81826182,1,0,1,0,0,0,1
5000,73126.0,87500.0,1.0,0.0,0.0,125.9666667,2.0,10.0,34.81826182,0,0,1,0,0,0,0
5000,72517.0,86250.0,19.0,0.0,1.0,300.3666667,1.0,24.0,34.81826182,0,0,0,0,0,0,0
5000,26037.0,35000.0,12.0,0.0,0.0,182.6333333,0.0,13.0,34.81826182,1,0,0,1,0,0,0
5000,39000.0,50340.0,10.0,0.0,0.0,179.8333333,0.0,19.0,34.81826182,1,1,0,0,0,0,0
5000,65019.0,26550.0,1.7,0.0,0.0,276.9666667,1.0,14.0,34.81826182,0,0,1,0,0,0,0
5000,70470.0,77908.0,5.0,0.0,0.0,173.4666667,0.0,21.29609620076682,34.81826182,0,0,1,0,0,0,0
5000,65019.0,36375.0,3.0,0.0,0.0,266.8,1.0,26.0,34.81826182,1,0,1,0,0,0,0
5000,74225.0,89640.0,0.3,0.0,0.0,173.4666667,0.0,21.29609620076682,34.81826182,0,0,0,1,0,0,0
5000,65019.0,65400.0,1.5,0.0,0.0,51.76666667,0.0,4.0,34.81826182,1,1,0,0,0,0,0
5000,65019.0,37500.0,7.0,0.0,3.0,107.1333333,10.0,5.0,34.81826182,1,0,1,0,0,0,1
5000,78565.0,98500.0,24.0,0.0,0.0,51.76666667,3.0,14.0,34.81826182,0,0,0,1,0,0,0
5000,59900.0,80800.0,15.0,0.0,0.0,219.1333333,1.0,18.0,34.81826182,0,0,0,1,0,0,0
5000,10171.0,26809.0,13.0,3.0,6.0,228.3,0.0,24.0,34.81826182,1,1,0,0,0,0,1
5000,78893.0,82600.0,16.0,0.0,0.0,133.9,1.0,34.0,34.81826182,1,0,0,0,0,0,1
5000,85165.0,107940.0,6.0,5.0,3.0,122.7666667,5.0,28.0,34.81826182,1,0,0,0,0,0,1
5000,68000.0,75616.0,0.1,0.0,0.0,131.8666667,0.0,30.0,34.81826182,0,0,0,1,0,0,1
5000,71571.0,85100.0,1.4,0.0,1.0,82.13333333,0.0,13.0,34.81826182,0,0,0,1,0,0,1
5000,28000.0,36810.0,2.0,1.0,0.0,222.2,1.0,6.0,34.81826182,0,0,1,0,0,0,1
5000,40000.0,32480.0,8.0,3.0,2.0,163.3666667,1.0,16.0,34.81826182,1,0,1,0,0,0,1
5000,81748.0,89235.5,14.0,1.0,2.0,144.0666667,2.0,17.0,34.81826182,0,0,0,1,0,0,1
5000,44674.0,59375.0,10.0,0.0,0.0,178.6925087,0.0,19.0,26.44819746,1,1,0,0,0,0,0
5000,61999.0,75021.3,5.0,0.0,0.0,97.1,0.0,23.0,34.81826182,1,0,1,0,0,0,1
5000,80153.0,97275.0,1.0,0.0,0.0,120.6750632,2.0,10.0,37.51270841,0,0,1,0,0,0,0
5000,68739.0,93435.0,3.0,0.0,0.0,148.7204047,0.0,23.0,36.66927861,0,0,0,0,0,0,0
5000,51209.0,55320.0,5.0,0.0,1.0,69.1074656,0.0,15.0,35.02507297,0,0,1,0,0,0,0
5000,46696.0,85202.0,2.0,1.0,2.0,148.3406455,0.0,14.0,46.489874,1,0,1,0,0,0,1
5000,65019.0,46281.0,2.0,0.0,0.0,257.6522064,0.0,26.0,40.95258888,1,0,1,0,0,0,0
5000,66435.0,82819.0,2.0,0.0,0.0,125.1306256,0.0,14.0,42.18353867,1,0,1,0,0,0,0
5100,179725.0,251962.0,7.0,0.0,0.0,127.4988134,0.0,22.0,40.30825936,0,0,0,0,1,0,0
5100,85583.0,115341.0,7.0,0.0,0.0,177.9582551,1.0,28.0,26.25797013,1,0,0,1,0,0,0
5100,72891.0,80691.0,1.0,1.0,0.0,273.8817052,0.0,6.0,39.85214652,1,0,1,0,0,0,0
5100,30755.0,46735.0,10.0,0.0,0.0,69.0,0.0,17.0,34.81826182,1,0,1,0,0,0,1
5100,65019.0,26715.0,1.0,0.0,0.0,258.7892976,0.0,14.0,26.72234334,0,0,1,0,0,0,0
5100,87258.0,121382.0,6.0,0.0,0.0,181.6630402,0.0,28.0,25.44475915,1,0,0,1,0,0,0
5100,65019.0,28291.0,2.0,0.0,0.0,277.9445608,1.0,14.0,23.64469128,0,0,1,0,0,0,0
5100,9900.0,30451.0,11.0,0.0,0.0,21.2,0.0,2.0,34.81826182,1,0,1,0,0,0,1
5100,93000.0,116875.0,10.0,0.0,0.0,417.6333333,2.0,50.0,34.81826182,1,0,1,0,0,0,0
5100,15500.0,34000.0,0.0,1.0,2.0,86.23333333,2.0,13.0,34.81826182,0,0,1,0,0,0,1
5100,129319.0,141875.0,7.0,1.0,0.0,157.8598021,0.0,36.0,25.65074122,1,0,0,0,1,0,1
5100,66834.0,87361.0,0.0,2.0,0.0,290.034108,0.0,6.0,38.76698507,1,0,1,0,0,0,0
5100,73882.0,96031.0,0.0,0.0,0.0,125.7874001,1.0,10.0,34.44607922,0,0,1,0,0,0,0
5100,74071.0,97064.0,0.0,0.0,0.0,121.0759726,2.0,9.0,36.40172955,0,0,1,0,0,0,0
5100,62702.0,79784.0,2.0,0.0,0.0,108.0725908,0.0,15.0,43.29013982,1,0,1,0,0,0,0
5200,65019.0,36425.0,2.0,0.0,0.0,266.8134646,1.0,14.0,23.79740106,0,0,1,0,0,0,0
5200,67000.0,77000.0,9.0,0.0,1.0,119.7,0.0,25.0,34.81826182,1,0,1,0,0,0,0
5200,43039.0,53521.0,11.0,0.0,0.0,184.2966873,0.0,19.0,24.41476318,1,1,0,0,0,0,0
5200,19000.0,26000.0,0.0,1.0,0.0,17.2,10.0,7.0,34.81826182,0,0,1,0,0,0,0
5200,65019.0,9500.0,1.0,0.0,1.0,81.1,1.0,2.0,34.81826182,0,0,1,0,0,0,1
5200,91250.0,110000.0,24.0,0.0,0.0,123.7666667,1.0,12.0,34.81826182,1,1,0,0,0,0,0
5200,16324.0,45187.0,7.0,0.0,0.0,221.1180817,0.0,11.0,42.71209384,1,0,0,0,0,1,0
5200,40564.0,39527.0,0.0,0.0,0.0,157.7710357,1.0,13.0,72.67043331,1,0,1,0,0,0,1
5300,73698.0,84427.0,4.0,0.0,0.0,173.4666667,0.0,21.29609620076682,19.13120118,0,0,1,0,0,0,0
5300,66987.0,65111.0,4.0,1.0,0.0,175.3287038,1.0,22.0,40.44257039,1,0,0,0,1,0,0
5300,26908.0,36078.0,7.0,0.0,0.0,302.3587095,0.0,8.0,39.1969854,1,0,1,0,0,0,1
5300,65019.0,49396.0,0.0,0.0,0.0,173.4666667,0.0,0.0,12.04367058,1,0,1,0,0,0,0
5300,44993.0,50673.0,7.0,0.0,0.0,184.7427672,0.0,18.0,27.90612273,1,1,0,0,0,0,0
5300,51000.0,64000.0,10.0,1.0,0.0,98.33333333,0.0,12.0,34.81826182,1,0,0,0,0,0,1
5300,75958.0,91703.0,0.0,0.0,0.0,124.1821788,1.0,10.0,34.59906019,0,0,1,0,0,0,0
5300,97132.0,117343.0,22.0,0.0,0.0,109.9339079,1.0,11.0,35.8385427,1,1,0,0,0,0,0
5300,60826.0,80826.0,10.0,0.0,1.0,212.8917461,0.0,25.0,38.59149403,1,0,0,0,0,0,0
5300,83552.0,96809.0,0.0,0.0,0.0,173.4666667,0.0,21.29609620076682,28.42396191,0,0,0,1,0,0,0
5300,47449.0,63895.0,19.0,0.0,0.0,208.162714,0.0,20.0,19.7621137,1,1,0,0,0,0,0
5300,50934.0,62957.0,21.0,0.0,0.0,197.2419573,0.0,20.0,19.35050563,1,1,0,0,0,0,0
5400,53429.0,64505.0,5.0,0.0,0.0,69.54243011,0.0,16.0,36.4802363,0,0,1,0,0,0,0
5400,65019.0,65474.0,1.0,0.0,0.0,40.709849,0.0,4.0,37.84877104,1,1,0,0,0,0,0
5400,47844.0,52040.0,8.0,0.0,0.0,189.0343046,0.0,18.0,24.70113626,1,1,0,0,0,0,0
5400,45509.0,57453.0,4.0,0.0,0.0,95.6,0.0,22.0,34.81826182,0,0,0,0,1,0,1
